member_id,date,racks_am,racks_pm,gf,vegan,vgf,sales,pizza,notes,weather,aqi,witness_id
0,2015-10-25,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-26,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-10-27,13.5,13,0,0,0,7949,yum,n/a,weather,0,1
0,2015-10-28,14,15.5,0,0,0,8390.5,yum,n/a,weather,0,1
0,2015-10-29,16,17.75,0,0,0,10113.9,yum,n/a,weather,0,1
0,2015-10-30,28,27,0,0,0,15705.95,yum,n/a,weather,0,1
0,2015-10-31,32.5,27,0,0,0,17238.12,yum,Halloween,weather,0,1
0,2015-11-01,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-02,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-03,13.5,14,0,0,0,8410.5,yum,n/a,weather,0,1
0,2015-11-04,15.5,14.5,0,0,0,8919.25,yum,n/a,weather,0,1
0,2015-11-05,16,15,0,0,0,8439,yum,n/a,weather,0,1
0,2015-11-06,27,18,0,0,0,13973.51,yum,n/a,weather,0,1
0,2015-11-07,29.5,23,0,0,0,15072,yum,n/a,weather,0,1
0,2015-11-08,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-09,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-10,14,15,0,0,0,8253.75,yum,n/a,weather,0,1
0,2015-11-11,21,14,0,0,0,10819.3,yum,Veterns Day,weather,0,1
0,2015-11-12,15.5,17,0,0,0,9228,yum,n/a,weather,0,1
0,2015-11-13,23,22.75,0,0,0,13783,yum,n/a,weather,0,1
0,2015-11-14,32.5,24.5,0,0,0,16657.85,yum,n/a,weather,0,1
0,2015-11-15,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-16,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-17,17.5,12.5,0,0,0,9152,yum,n/a,weather,0,1
0,2015-11-18,13,15.5,0,0,0,9105,yum,n/a,weather,0,1
0,2015-11-19,16,15.5,0,0,0,9292.8,yum,n/a,weather,0,1
0,2015-11-20,21,20,0,0,0,11530,yum,n/a,weather,0,1
0,2015-11-21,34,27,0,0,0,17594,yum,n/a,weather,0,1
0,2015-11-22,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-23,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-24,21.5,32,0,0,0,12083,yum,n/a,weather,0,1
0,2015-11-25,95,0,0,0,0,23500,yum,n/a,weather,0,1
0,2015-11-26,0,0,0,0,0,0,yum,Thanksgiving,weather,0,1
0,2015-11-27,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-28,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-29,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-11-30,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-01,15,16,0,0,0,8741,yum,n/a,weather,0,1
0,2015-12-02,14,14,0,0,0,8145,yum,n/a,weather,0,1
0,2015-12-03,15,16,0,0,0,7765,yum,n/a,weather,0,1
0,2015-12-04,24.5,22.5,0,0,0,14440,yum,n/a,weather,0,1
0,2015-12-05,28,19,0,0,0,14586,yum,n/a,weather,0,1
0,2015-12-06,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-07,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-08,14.5,15.5,0,0,0,8725.85,yum,n/a,weather,0,1
0,2015-12-09,15.5,14.75,0,0,0,8732.65,yum,n/a,weather,0,1
0,2015-12-10,16,13,0,0,0,8568.5,yum,n/a,weather,0,1
0,2015-12-11,21.5,18,0,0,0,10977,yum,n/a,weather,0,1
0,2015-12-12,29,23.5,0,0,0,15121,yum,n/a,weather,0,1
0,2015-12-13,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-14,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-15,16.5,15,0,0,0,8843,yum,n/a,weather,0,1
0,2015-12-16,17,16,0,0,0,9847,yum,n/a,weather,0,1
0,2015-12-17,18.5,15.5,0,0,0,9957,yum,n/a,weather,0,1
0,2015-12-18,23,17,0,0,0,10424,yum,n/a,weather,0,1
0,2015-12-19,35,25,0,0,0,17359,yum,n/a,weather,0,1
0,2015-12-20,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-21,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-22,26,18,0,0,0,11876,yum,n/a,weather,0,1
0,2015-12-23,24,17,0,0,0,12546,yum,n/a,weather,0,1
0,2015-12-24,30,0,0,0,0,8150,yum,n/a,weather,0,1
0,2015-12-25,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-26,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-27,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-28,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2015-12-29,30,18,0,0,0,14033,yum,n/a,weather,0,1
0,2015-12-30,26.5,15.5,0,0,0,11608,yum,n/a,weather,0,1
0,2015-12-31,44,0,0,0,0,9732.5,yum,New Years Eve,weather,0,1
0,2016-01-01,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-02,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-03,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-04,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-05,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-06,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-07,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-08,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-09,0,0,0,0,0,0,yum,n/a,weather,0,1
0,2016-01-10,0,0,0,0,0,0,yum,n/a,weather,0,1
